Comment,Polarity,Subjectivity,Channel
I guess blocking traffic on a public road is not against the law in the UK Why else would the police not do anything,0.0,0.06666666666666667,The Mirror
Wo die Polizei haut doch mit dem Kn ppeln drauf das ist eingriff in den Stra enverkehr hat die Polizei angst vor klebern aber angst vor Demonstranten wo sie die Kn ppel einsetzen haut die von der strasse,0.0,0.0,The Mirror
If a group of working class blokes wearing the colours of the football team thy support were blocking the road chanting the name of their team and preventing people going about their lives there would be police dogs horses tazers pepper spray battons and long prison sentences for anyone found to be involved with organising this,-0.05,0.4,The Mirror
Das ist jetzt der reine Terror Das sind keine Klimasch tzer Wenn man nicht wei da der IPCC die Mittelalterliche Warmzeit einfach aus der Grafik herausgenommen hat um das quot Ergebnis quot zu manipulieren ist man berdies noch etwas dumm denn jeder der recherchieren kann st t auf diesen Betrug br Sie sitzen also auf der Stra e aufgrund einer L ge br Und die L ge hei t quot Menschengemacht quot br br Im Mittelalter als die Temperatur 200 Jahre lang sehr hoch war von ca 950nChr 1250nChr gab es keine Autos und keine Flugzeuge,0.0,0.0,The Mirror
If these morons are the future of this planet earth then we 39 re fucked anyway roll on total annihilation,-0.35,0.64375,The Mirror
Only the uneducated protest,0.0,1.0,The Mirror
Most of these morons will get an Uber home and order a meal delivto their door in a van because they are too dp yo walk to the dho,-0.15000000000000002,0.75,The Mirror
Rule 5 br br Organised walks or parades involving large groups of people walking along a road should use a pavement if available if one is not available they should keep to the left Look outs should be positioned at the front and back of the group and they should wear fluorescent clothes in daylight and reflective clothes in the dark At night the look out in front should show a white light and the one at the back a red light People on the outside of large groups should also carry lights and wear reflective clothing,0.09835164835164836,0.26978021978021977,The Mirror
Ja die Hirnlose Brut wird immer schlimmer Ich h tte die nicht nur von der Strasse gezogen ich h tte die dermassen auf die Fresse geschlagen Die h tten sich NIE WIEDER auf der Strasse gesetzt GARANTIERT NICHT,0.0,0.0,The Mirror
All college arranged,0.0,0.0,The Mirror
They appear to be wearing plastic Hi vis Plastic is a by product of oil,0.0,0.0,The Mirror
Looks like a nice squishy speed bump to drive over,0.6,1.0,The Mirror
Das sind faule Vollidioten von was leben die eigentlich von Sozialgeld was die die die behindern erwirtschaften,0.0,0.0,The Mirror
All those protesters are so cringe,0.0,0.0,The Mirror
London need the punisher,0.0,0.0,The Mirror
Get a can full of scaffolders they will sort these cretins out,0.35,0.55,The Mirror
And how do they think their pvc signs are made,0.0,0.0,The Mirror
If this was in the US a guy would just need to pull out a gun and these quot protesters quot would run for their lives,0.0,0.0,The Mirror
These morons are pathetic,-0.9,1.0,The Mirror
How did the protesters get there then Stupid idiots,-0.8,0.9,The Mirror
Worst people ever far worse than vegans blm rainbow alphabet you should not bother and just drive through them,-0.43333333333333335,0.8666666666666667,The Mirror
Great time for some tear gas,0.8,0.75,The Mirror
If its me ill just gonna pepperspray them,-0.5,1.0,The Mirror
Lol With Europeans it 39 s easy just try it in Latin America,0.6166666666666667,0.7666666666666666,The Mirror
Kick some ass,0.0,0.0,The Mirror
Traffic jams like these inevitably causes more harm to the environment Silly people The environment is better off without them,0.125,0.71875,The Mirror
Police should be locking these idiots up If anyone needs because an emergency vehicle can 39 t get thru in time they should all be charged with manslaughter,-0.8,0.8,The Mirror
Dont yell at them if people use violence which will happen soon they will get the message,0.0,0.0,The Mirror
Totally jobless,0.0,0.75,The Mirror
Traffic police should prohibit these disgusting demonstations that disrupt life,-1.0,1.0,The Mirror
I salute this man God Bless him,0.0,0.0,The Mirror
they are like only ten zombies just get ten volunteers from the cars waiting and pull them off the road at the same time,0.0,0.28125,The Mirror
look at those GUTLESS people watching on not doing anything to remove this scum,-0.3,0.4,The Mirror
Rest of the people standing and watch sheeps,0.0,0.0,The Mirror
Idiots exist everywhere Pandemonium is just another expression of the evil o erruning European countries,-0.6,0.6,The Mirror
I would just start zip tieing them to the telephone pole,0.0,0.0,The Mirror
Middleclass zombies all probally had all the doses available of the devils spunk conjob 19 juice All for the greater good all for the hive mind blah blah blah,0.5333333333333333,0.5,The Mirror
Just Stop oil scumbags you all pushing your luck,0.0,0.0,The Mirror
It 39 s a hospital run out of the way stupid doing stupid again,-0.7999999999999999,1.0,The Mirror
Nobody know a farmer with a slurry truck,0.0,0.0,The Mirror
Them banners need more plastic in them if they plan to use them as a protective barrier,0.5,0.5,The Mirror
Imagine risking your life for something as stupid as this instead of Jesus Just horrible,-0.8999999999999999,1.0,The Mirror
Shameful lack of diversity amongst this crowd,0.0,0.0,The Mirror
Brexit mean brexit,-0.3125,0.6875,The Mirror
You can drive through a country village at 35 in a 30 and some road traffic cop is more interested in nicking you than where he should be I understand we should reduce are independence on oil br but that will take time This lot are not doing them any favours or gaining public support by there actions,0.25,0.35555555555555557,The Mirror
Heroes keep going guys,0.0,0.0,The Mirror
Being a climate glue terrorist would not be for me The job is badly paid and if it is then politicians and industry should pay more for this ideology I think It 39 s better if you tell everyone which parties are promoting this in particular,0.1166666666666667,0.49999999999999994,The Mirror
39 We can 39 t do that it wouldn 39 t be safe for us 39 You 39 re standing in the middle of a bloody road,-0.10000000000000002,0.4666666666666666,The Mirror
Come try this in Redneck Town USA,0.0,0.0,The Mirror
Pathetic response by police,-1.0,1.0,The Mirror
Bunch of useless cunts,-0.5,0.2,The Mirror
bunch of idiots,-0.8,0.8,The Mirror
Thy are just anarkist doing what they do best get away with disruption,1.0,0.3,The Mirror
I guess the English Police has been ordered to stand down unless one of these idiot knuckleheads is attacked touched by someone trying to go about his business then they police are fast to act,-0.18888888888888888,0.4222222222222223,The Mirror
Police seems clown there,0.0,0.0,The Mirror
All dirty nasty zombie looking about time they got a job scum of the earth,-0.6333333333333334,0.7333333333333334,The Mirror
Looks like they unloaded a looney bin,0.0,0.0,The Mirror
How about the right of commuters for a free way of passage,0.34285714285714286,0.6678571428571429,The Mirror
Brian dead,-0.2,0.4,The Mirror
When are the police going to start arresting these pr cks for assaulting legitimate protesters,0.0,0.0,The Mirror
Arrogant arseholes most on benefits probably,0.5,0.5,The Mirror
The police should be ashamed of themselves,0.0,0.0,The Mirror
Funny how Westerners display their quot virtue quot in such hostile way They 39 ve been doing that to the rest of the lowly world Now they 39 re tasting their own medicine lol,0.32999999999999996,0.7,The Mirror
Just stop oil showing you how to win over the public and get them on your side,0.4,0.23333333333333334,The Mirror
Someone is going to snap on these morons soon and then they will stop walking in d middle of d road sad but true,-0.23750000000000002,0.6625,The Mirror
So why are they doing all this Is there some kind of reason behind this blocking of traffic What on Earth is the motivation behind this,-0.0666666666666667,0.7666666666666666,The Mirror
Maybe some of these quot Just Stop Oil quot activists might want an all expense paid one way plane ticket to Rwanda They may get a shock when they block the roadways in Rwanda and the drivers just don 39 t stop That would cure their protesting technique of blocking roadways,0.0,0.0,The Mirror
Ever notice these protesters show no emotion what so ever just a dumb brainless zombie look which must mean there walking dead,-0.29583333333333334,0.5291666666666667,The Mirror
Britain is doomed,0.0,0.0,The Mirror
They do act like zombies maybe they should start eating one another and do all a fucking favour get rid,-0.6,0.8,The Mirror
How has Just stop oil not been shut down and never mind that why aren 39 t the police doing anything Absolutely fricking useless Too busy tending to that absolute maniac in the BMW going 31mph in a 30 zone for money reasons,-0.031111111111111124,0.5177777777777778,The Mirror
They should stop blocking traffic and and put em in prison,0.0,0.0,The Mirror
Just treat them like a squirrel in the road,0.0,0.0,The Mirror
More unemployed people try blocking the entrances to oil refineries where the workers and tanker trucks move you will get crushed,0.2,0.3,The Mirror
They don 39 t do this in America We installed gas pedals in our cars,0.0,0.0,The Mirror
They must getting paid well by someone to do this Conspicuously absent from the Glastonbury Woke Fest with thousands arriving by car and helicopter,0.0,0.0,The Mirror
Certainly makes me want to buy a smokey old diesel,0.15714285714285714,0.3857142857142857,The Mirror
Bear mace Done,0.0,0.0,The Mirror
